source,external_product_code,product_name,category_name,sale_date,quantity
vn_synthetic,VNM-CHEE,Phô mai con bò cười 8v,Sữa và các sản phẩm từ sữa,2025-06-22,25
vn_synthetic,LAVIE-500,Nước Lavie 500ml,Đồ uống,2025-06-22,209
vn_synthetic,COCA-320,Coca-Cola 320ml,Đồ uống,2025-06-22,137
vn_synthetic,PEPSI-390,Pepsi 390ml,Đồ uống,2025-06-22,134
vn_synthetic,AQUA-1500,Aquafina 1.5L,Đồ uống,2025-06-22,71
vn_synthetic,REDBULL-250,Red Bull 250ml,Đồ uống,2025-06-22,56
vn_synthetic,STING-330,Sting dâu 330ml,Đồ uống,2025-06-22,116
vn_synthetic,G7-3IN1,Cà phê G7 3in1 hộp 18 gói,Đồ uống,2025-06-22,32
vn_synthetic,NESCAFE-3IN1,Nescafé 3in1 hộp 24 gói,Đồ uống,2025-06-22,34
vn_synthetic,HEINEKEN-330,Bia Heineken Sleek 330ml,Đồ uống,2025-06-22,56
vn_synthetic,TIGER-330,Bia Tiger Crystal 330ml,Đồ uống,2025-06-22,50
vn_synthetic,HAOHAO-TOM,Mì Hảo Hảo Tôm Chua Cay,Thực phẩm đóng gói,2025-06-22,114
vn_synthetic,HAOHAO-CHUA,Mì Hảo Hảo Chua Cay,Thực phẩm đóng gói,2025-06-22,124
vn_synthetic,OMACHI-BO,Mì Omachi Bò Hầm,Thực phẩm đóng gói,2025-06-22,48
vn_synthetic,KOKOMI-TOM,Mì Kokomi Tôm,Thực phẩm đóng gói,2025-06-22,76
vn_synthetic,MILO-22G,Milo gói 22g,Thực phẩm đóng gói,2025-06-22,53
vn_synthetic,CHOCOPIE-12,Bánh Chocopie hộp 12 cái,Đồ ăn vặt,2025-06-22,27
vn_synthetic,OREO-133,Bánh Oreo 133g,Đồ ăn vặt,2025-06-22,30
vn_synthetic,PIZZA-PIE,Bánh quy Cosy Marie,Đồ ăn vặt,2025-06-22,30
vn_synthetic,KITKAT-4F,KitKat 4 thanh,Đồ ăn vặt,2025-06-22,22
vn_synthetic,LAYS-56,Snack Lays 56g,Đồ ăn vặt,2025-06-22,51
vn_synthetic,CLEAR-630,Dầu gội Clear Men 630g,Hóa mỹ phẩm,2025-06-22,21
vn_synthetic,SUNSILK-650,Dầu gội Sunsilk 650ml,Hóa mỹ phẩm,2025-06-22,19
vn_synthetic,DOVE-90,Xà phòng Dove 90g,Hóa mỹ phẩm,2025-06-22,27
vn_synthetic,OMO-28,Bột giặt OMO Matic 2.8kg,Hóa mỹ phẩm,2025-06-22,15
vn_synthetic,PS-240,Kem đánh răng P/S 240g,Hóa mỹ phẩm,2025-06-22,28
vn_synthetic,LISTERINE-250,Nước súc miệng Listerine 250ml,Hóa mỹ phẩm,2025-06-22,22
vn_synthetic,PAMPERS-M,Tã Pampers size M,Đồ dùng cá nhân,2025-06-22,13
vn_synthetic,KOTEX-NIGHT,Băng vệ sinh Kotex Night,Đồ dùng cá nhân,2025-06-22,18
vn_synthetic,NIVEA-150,Kem dưỡng Nivea 150ml,Hóa mỹ phẩm,2025-06-22,12
vn_synthetic,COLGATE-180,Kem đánh răng Colgate 180g,Hóa mỹ phẩm,2025-06-22,23
vn_synthetic,UNILEVER-SOAP,Xà phòng Lifebuoy 85g,Hóa mỹ phẩm,2025-06-22,38
vn_synthetic,MAGGI-200,Hạt nêm Maggi 200g,Thực phẩm đóng gói,2025-06-22,29
vn_synthetic,KNORR-60,Hạt nêm Knorr 60g,Thực phẩm đóng gói,2025-06-22,30
vn_synthetic,CHINSU-250,Tương ớt Chinsu 250g,Thực phẩm đóng gói,2025-06-22,51
vn_synthetic,NAMNGU-500,Nước mắm Nam Ngư 500ml,Thực phẩm đóng gói,2025-06-22,28
vn_synthetic,MEGA-400,Dầu ăn Meizan 400ml,Thực phẩm đóng gói,2025-06-22,46
vn_synthetic,VIFON-PHO,Phở Vifon gói,Thực phẩm đóng gói,2025-06-22,58
vn_synthetic,BIBIGO-MANDU,Bánh bao Bibigo Mandu,Thực phẩm đóng gói,2025-06-22,25
vn_synthetic,ORION-PIE,Bánh Orion Choco Pie,Đồ ăn vặt,2025-06-22,26
vn_synthetic,BATTERY-AA,Pin Energizer AA vỉ 2,Đồ gia dụng,2025-06-22,22
vn_synthetic,BATTERY-AAA,Pin Energizer AAA vỉ 2,Đồ gia dụng,2025-06-22,15
vn_synthetic,BULB-LED9,Bóng đèn LED 9W,Đồ gia dụng,2025-06-22,12
vn_synthetic,TISSUE-200,Khăn giấy Pulppy 200 tờ,Đồ gia dụng,2025-06-22,45
vn_synthetic,BAG-TRASH,Túi rác đen 54x70,Đồ gia dụng,2025-06-22,25
vn_synthetic,MATCH-BOX,Diêm Thống Nhất hộp,Đồ gia dụng,2025-06-22,12
vn_synthetic,VNM-S100,Sữa Tươi Vinamilk 100% 1L,Sữa và các sản phẩm từ sữa,2025-06-23,38
vn_synthetic,VNM-YOG,Sữa chua Vinamilk có đường,Sữa và các sản phẩm từ sữa,2025-06-23,29
vn_synthetic,VNM-COND,Sữa đặc Ông Thọ 380g,Sữa và các sản phẩm từ sữa,2025-06-23,34
vn_synthetic,VNM-PROB,Sữa chua probiotic Vinamilk,Sữa và các sản phẩm từ sữa,2025-06-23,32
vn_synthetic,VNM-CHEE,Phô mai con bò cười 8v,Sữa và các sản phẩm từ sữa,2025-06-23,21
vn_synthetic,LAVIE-500,Nước Lavie 500ml,Đồ uống,2025-06-23,148
vn_synthetic,COCA-320,Coca-Cola 320ml,Đồ uống,2025-06-23,87
vn_synthetic,PEPSI-390,Pepsi 390ml,Đồ uống,2025-06-23,100
vn_synthetic,AQUA-1500,Aquafina 1.5L,Đồ uống,2025-06-23,56
vn_synthetic,REDBULL-250,Red Bull 250ml,Đồ uống,2025-06-23,43
vn_synthetic,STING-330,Sting dâu 330ml,Đồ uống,2025-06-23,87
vn_synthetic,G7-3IN1,Cà phê G7 3in1 hộp 18 gói,Đồ uống,2025-06-23,26
vn_synthetic,NESCAFE-3IN1,Nescafé 3in1 hộp 24 gói,Đồ uống,2025-06-23,32
vn_synthetic,HEINEKEN-330,Bia Heineken Sleek 330ml,Đồ uống,2025-06-23,37
vn_synthetic,TIGER-330,Bia Tiger Crystal 330ml,Đồ uống,2025-06-23,44
vn_synthetic,HAOHAO-TOM,Mì Hảo Hảo Tôm Chua Cay,Thực phẩm đóng gói,2025-06-23,100
vn_synthetic,HAOHAO-CHUA,Mì Hảo Hảo Chua Cay,Thực phẩm đóng gói,2025-06-23,101
vn_synthetic,OMACHI-BO,Mì Omachi Bò Hầm,Thực phẩm đóng gói,2025-06-23,36
vn_synthetic,KOKOMI-TOM,Mì Kokomi Tôm,Thực phẩm đóng gói,2025-06-23,56
vn_synthetic,MILO-22G,Milo gói 22g,Thực phẩm đóng gói,2025-06-23,47
vn_synthetic,CHOCOPIE-12,Bánh Chocopie hộp 12 cái,Đồ ăn vặt,2025-06-23,24
vn_synthetic,OREO-133,Bánh Oreo 133g,Đồ ăn vặt,2025-06-23,35
vn_synthetic,PIZZA-PIE,Bánh quy Cosy Marie,Đồ ăn vặt,2025-06-23,35
vn_synthetic,KITKAT-4F,KitKat 4 thanh,Đồ ăn vặt,2025-06-23,20
vn_synthetic,LAYS-56,Snack Lays 56g,Đồ ăn vặt,2025-06-23,42
vn_synthetic,CLEAR-630,Dầu gội Clear Men 630g,Hóa mỹ phẩm,2025-06-23,16
vn_synthetic,SUNSILK-650,Dầu gội Sunsilk 650ml,Hóa mỹ phẩm,2025-06-23,20
vn_synthetic,DOVE-90,Xà phòng Dove 90g,Hóa mỹ phẩm,2025-06-23,31
vn_synthetic,OMO-28,Bột giặt OMO Matic 2.8kg,Hóa mỹ phẩm,2025-06-23,10
vn_synthetic,PS-240,Kem đánh răng P/S 240g,Hóa mỹ phẩm,2025-06-23,17
vn_synthetic,LISTERINE-250,Nước súc miệng Listerine 250ml,Hóa mỹ phẩm,2025-06-23,15
vn_synthetic,PAMPERS-M,Tã Pampers size M,Đồ dùng cá nhân,2025-06-23,8
vn_synthetic,KOTEX-NIGHT,Băng vệ sinh Kotex Night,Đồ dùng cá nhân,2025-06-23,13
vn_synthetic,NIVEA-150,Kem dưỡng Nivea 150ml,Hóa mỹ phẩm,2025-06-23,9
vn_synthetic,COLGATE-180,Kem đánh răng Colgate 180g,Hóa mỹ phẩm,2025-06-23,17
vn_synthetic,UNILEVER-SOAP,Xà phòng Lifebuoy 85g,Hóa mỹ phẩm,2025-06-23,34
vn_synthetic,MAGGI-200,Hạt nêm Maggi 200g,Thực phẩm đóng gói,2025-06-23,29
vn_synthetic,KNORR-60,Hạt nêm Knorr 60g,Thực phẩm đóng gói,2025-06-23,29
vn_synthetic,CHINSU-250,Tương ớt Chinsu 250g,Thực phẩm đóng gói,2025-06-23,35
vn_synthetic,NAMNGU-500,Nước mắm Nam Ngư 500ml,Thực phẩm đóng gói,2025-06-23,28
vn_synthetic,MEGA-400,Dầu ăn Meizan 400ml,Thực phẩm đóng gói,2025-06-23,33
vn_synthetic,VIFON-PHO,Phở Vifon gói,Thực phẩm đóng gói,2025-06-23,44
vn_synthetic,BIBIGO-MANDU,Bánh bao Bibigo Mandu,Thực phẩm đóng gói,2025-06-23,20
vn_synthetic,ORION-PIE,Bánh Orion Choco Pie,Đồ ăn vặt,2025-06-23,32
vn_synthetic,BATTERY-AA,Pin Energizer AA vỉ 2,Đồ gia dụng,2025-06-23,17
vn_synthetic,BATTERY-AAA,Pin Energizer AAA vỉ 2,Đồ gia dụng,2025-06-23,13
vn_synthetic,BULB-LED9,Bóng đèn LED 9W,Đồ gia dụng,2025-06-23,9
vn_synthetic,TISSUE-200,Khăn giấy Pulppy 200 tờ,Đồ gia dụng,2025-06-23,43
vn_synthetic,BAG-TRASH,Túi rác đen 54x70,Đồ gia dụng,2025-06-23,19
vn_synthetic,MATCH-BOX,Diêm Thống Nhất hộp,Đồ gia dụng,2025-06-23,10
vn_synthetic,VNM-S100,Sữa Tươi Vinamilk 100% 1L,Sữa và các sản phẩm từ sữa,2025-06-24,48
vn_synthetic,VNM-YOG,Sữa chua Vinamilk có đường,Sữa và các sản phẩm từ sữa,2025-06-24,46
vn_synthetic,VNM-COND,Sữa đặc Ông Thọ 380g,Sữa và các sản phẩm từ sữa,2025-06-24,33
vn_synthetic,VNM-PROB,Sữa chua probiotic Vinamilk,Sữa và các sản phẩm từ sữa,2025-06-24,25
vn_synthetic,VNM-CHEE,Phô mai con bò cười 8v,Sữa và các sản phẩm từ sữa,2025-06-24,15
vn_synthetic,LAVIE-500,Nước Lavie 500ml,Đồ uống,2025-06-24,141
vn_synthetic,COCA-320,Coca-Cola 320ml,Đồ uống,2025-06-24,124
vn_synthetic,PEPSI-390,Pepsi 390ml,Đồ uống,2025-06-24,97
vn_synthetic,AQUA-1500,Aquafina 1.5L,Đồ uống,2025-06-24,64
vn_synthetic,REDBULL-250,Red Bull 250ml,Đồ uống,2025-06-24,42
vn_synthetic,STING-330,Sting dâu 330ml,Đồ uống,2025-06-24,92
vn_synthetic,G7-3IN1,Cà phê G7 3in1 hộp 18 gói,Đồ uống,2025-06-24,31
vn_synthetic,NESCAFE-3IN1,Nescafé 3in1 hộp 24 gói,Đồ uống,2025-06-24,32
vn_synthetic,HEINEKEN-330,Bia Heineken Sleek 330ml,Đồ uống,2025-06-24,46
vn_synthetic,TIGER-330,Bia Tiger Crystal 330ml,Đồ uống,2025-06-24,39
vn_synthetic,HAOHAO-TOM,Mì Hảo Hảo Tôm Chua Cay,Thực phẩm đóng gói,2025-06-24,75
vn_synthetic,HAOHAO-CHUA,Mì Hảo Hảo Chua Cay,Thực phẩm đóng gói,2025-06-24,68
vn_synthetic,OMACHI-BO,Mì Omachi Bò Hầm,Thực phẩm đóng gói,2025-06-24,41
vn_synthetic,KOKOMI-TOM,Mì Kokomi Tôm,Thực phẩm đóng gói,2025-06-24,50
vn_synthetic,MILO-22G,Milo gói 22g,Thực phẩm đóng gói,2025-06-24,42
vn_synthetic,CHOCOPIE-12,Bánh Chocopie hộp 12 cái,Đồ ăn vặt,2025-06-24,20
vn_synthetic,OREO-133,Bánh Oreo 133g,Đồ ăn vặt,2025-06-24,37
vn_synthetic,PIZZA-PIE,Bánh quy Cosy Marie,Đồ ăn vặt,2025-06-24,33
vn_synthetic,KITKAT-4F,KitKat 4 thanh,Đồ ăn vặt,2025-06-24,23
vn_synthetic,LAYS-56,Snack Lays 56g,Đồ ăn vặt,2025-06-24,49
vn_synthetic,CLEAR-630,Dầu gội Clear Men 630g,Hóa mỹ phẩm,2025-06-24,19
vn_synthetic,SUNSILK-650,Dầu gội Sunsilk 650ml,Hóa mỹ phẩm,2025-06-24,20
vn_synthetic,DOVE-90,Xà phòng Dove 90g,Hóa mỹ phẩm,2025-06-24,22
vn_synthetic,OMO-28,Bột giặt OMO Matic 2.8kg,Hóa mỹ phẩm,2025-06-24,9
vn_synthetic,PS-240,Kem đánh răng P/S 240g,Hóa mỹ phẩm,2025-06-24,23
vn_synthetic,LISTERINE-250,Nước súc miệng Listerine 250ml,Hóa mỹ phẩm,2025-06-24,14
vn_synthetic,PAMPERS-M,Tã Pampers size M,Đồ dùng cá nhân,2025-06-24,11
vn_synthetic,KOTEX-NIGHT,Băng vệ sinh Kotex Night,Đồ dùng cá nhân,2025-06-24,19
vn_synthetic,NIVEA-150,Kem dưỡng Nivea 150ml,Hóa mỹ phẩm,2025-06-24,10
vn_synthetic,COLGATE-180,Kem đánh răng Colgate 180g,Hóa mỹ phẩm,2025-06-24,23
vn_synthetic,UNILEVER-SOAP,Xà phòng Lifebuoy 85g,Hóa mỹ phẩm,2025-06-24,37
vn_synthetic,MAGGI-200,Hạt nêm Maggi 200g,Thực phẩm đóng gói,2025-06-24,28
vn_synthetic,KNORR-60,Hạt nêm Knorr 60g,Thực phẩm đóng gói,2025-06-24,25
vn_synthetic,CHINSU-250,Tương ớt Chinsu 250g,Thực phẩm đóng gói,2025-06-24,37
vn_synthetic,NAMNGU-500,Nước mắm Nam Ngư 500ml,Thực phẩm đóng gói,2025-06-24,23
vn_synthetic,MEGA-400,Dầu ăn Meizan 400ml,Thực phẩm đóng gói,2025-06-24,33
vn_synthetic,VIFON-PHO,Phở Vifon gói,Thực phẩm đóng gói,2025-06-24,53
vn_synthetic,BIBIGO-MANDU,Bánh bao Bibigo Mandu,Thực phẩm đóng gói,2025-06-24,16
vn_synthetic,ORION-PIE,Bánh Orion Choco Pie,Đồ ăn vặt,2025-06-24,29
vn_synthetic,BATTERY-AA,Pin Energizer AA vỉ 2,Đồ gia dụng,2025-06-24,13
vn_synthetic,BATTERY-AAA,Pin Energizer AAA vỉ 2,Đồ gia dụng,2025-06-24,15
vn_synthetic,BULB-LED9,Bóng đèn LED 9W,Đồ gia dụng,2025-06-24,9
vn_synthetic,TISSUE-200,Khăn giấy Pulppy 200 tờ,Đồ gia dụng,2025-06-24,36
vn_synthetic,BAG-TRASH,Túi rác đen 54x70,Đồ gia dụng,2025-06-24,20
vn_synthetic,MATCH-BOX,Diêm Thống Nhất hộp,Đồ gia dụng,2025-06-24,9
vn_synthetic,VNM-S100,Sữa Tươi Vinamilk 100% 1L,Sữa và các sản phẩm từ sữa,2025-06-25,41
vn_synthetic,VNM-YOG,Sữa chua Vinamilk có đường,Sữa và các sản phẩm từ sữa,2025-06-25,47
vn_synthetic,VNM-COND,Sữa đặc Ông Thọ 380g,Sữa và các sản phẩm từ sữa,2025-06-25,27
vn_synthetic,VNM-PROB,Sữa chua probiotic Vinamilk,Sữa và các sản phẩm từ sữa,2025-06-25,32
vn_synthetic,VNM-CHEE,Phô mai con bò cười 8v,Sữa và các sản phẩm từ sữa,2025-06-25,22
vn_synthetic,LAVIE-500,Nước Lavie 500ml,Đồ uống,2025-06-25,168
vn_synthetic,COCA-320,Coca-Cola 320ml,Đồ uống,2025-06-25,113
vn_synthetic,PEPSI-390,Pepsi 390ml,Đồ uống,2025-06-25,90
vn_synthetic,AQUA-1500,Aquafina 1.5L,Đồ uống,2025-06-25,60
vn_synthetic,REDBULL-250,Red Bull 250ml,Đồ uống,2025-06-25,48
vn_synthetic,STING-330,Sting dâu 330ml,Đồ uống,2025-06-25,95
vn_synthetic,G7-3IN1,Cà phê G7 3in1 hộp 18 gói,Đồ uống,2025-06-25,30
vn_synthetic,NESCAFE-3IN1,Nescafé 3in1 hộp 24 gói,Đồ uống,2025-06-25,29
vn_synthetic,HEINEKEN-330,Bia Heineken Sleek 330ml,Đồ uống,2025-06-25,39
vn_synthetic,TIGER-330,Bia Tiger Crystal 330ml,Đồ uống,2025-06-25,40
vn_synthetic,HAOHAO-TOM,Mì Hảo Hảo Tôm Chua Cay,Thực phẩm đóng gói,2025-06-25,115
vn_synthetic,HAOHAO-CHUA,Mì Hảo Hảo Chua Cay,Thực phẩm đóng gói,2025-06-25,85
vn_synthetic,OMACHI-BO,Mì Omachi Bò Hầm,Thực phẩm đóng gói,2025-06-25,46
vn_synthetic,KOKOMI-TOM,Mì Kokomi Tôm,Thực phẩm đóng gói,2025-06-25,45
vn_synthetic,MILO-22G,Milo gói 22g,Thực phẩm đóng gói,2025-06-25,59
vn_synthetic,CHOCOPIE-12,Bánh Chocopie hộp 12 cái,Đồ ăn vặt,2025-06-25,26
vn_synthetic,OREO-133,Bánh Oreo 133g,Đồ ăn vặt,2025-06-25,26
vn_synthetic,PIZZA-PIE,Bánh quy Cosy Marie,Đồ ăn vặt,2025-06-25,23
vn_synthetic,KITKAT-4F,KitKat 4 thanh,Đồ ăn vặt,2025-06-25,23
vn_synthetic,LAYS-56,Snack Lays 56g,Đồ ăn vặt,2025-06-25,41
vn_synthetic,CLEAR-630,Dầu gội Clear Men 630g,Hóa mỹ phẩm,2025-06-25,12
vn_synthetic,SUNSILK-650,Dầu gội Sunsilk 650ml,Hóa mỹ phẩm,2025-06-25,22
vn_synthetic,DOVE-90,Xà phòng Dove 90g,Hóa mỹ phẩm,2025-06-25,30
vn_synthetic,OMO-28,Bột giặt OMO Matic 2.8kg,Hóa mỹ phẩm,2025-06-25,12
vn_synthetic,PS-240,Kem đánh răng P/S 240g,Hóa mỹ phẩm,2025-06-25,16
vn_synthetic,LISTERINE-250,Nước súc miệng Listerine 250ml,Hóa mỹ phẩm,2025-06-25,16
vn_synthetic,PAMPERS-M,Tã Pampers size M,Đồ dùng cá nhân,2025-06-25,10
vn_synthetic,KOTEX-NIGHT,Băng vệ sinh Kotex Night,Đồ dùng cá nhân,2025-06-25,18
vn_synthetic,NIVEA-150,Kem dưỡng Nivea 150ml,Hóa mỹ phẩm,2025-06-25,12
vn_synthetic,COLGATE-180,Kem đánh răng Colgate 180g,Hóa mỹ phẩm,2025-06-25,20
vn_synthetic,UNILEVER-SOAP,Xà phòng Lifebuoy 85g,Hóa mỹ phẩm,2025-06-25,41
vn_synthetic,MAGGI-200,Hạt nêm Maggi 200g,Thực phẩm đóng gói,2025-06-25,35
vn_synthetic,KNORR-60,Hạt nêm Knorr 60g,Thực phẩm đóng gói,2025-06-25,28
vn_synthetic,CHINSU-250,Tương ớt Chinsu 250g,Thực phẩm đóng gói,2025-06-25,41
vn_synthetic,NAMNGU-500,Nước mắm Nam Ngư 500ml,Thực phẩm đóng gói,2025-06-25,24
vn_synthetic,MEGA-400,Dầu ăn Meizan 400ml,Thực phẩm đóng gói,2025-06-25,36
vn_synthetic,VIFON-PHO,Phở Vifon gói,Thực phẩm đóng gói,2025-06-25,45
vn_synthetic,BIBIGO-MANDU,Bánh bao Bibigo Mandu,Thực phẩm đóng gói,2025-06-25,21
vn_synthetic,ORION-PIE,Bánh Orion Choco Pie,Đồ ăn vặt,2025-06-25,31
vn_synthetic,BATTERY-AA,Pin Energizer AA vỉ 2,Đồ gia dụng,2025-06-25,13
vn_synthetic,BATTERY-AAA,Pin Energizer AAA vỉ 2,Đồ gia dụng,2025-06-25,14
vn_synthetic,BULB-LED9,Bóng đèn LED 9W,Đồ gia dụng,2025-06-25,8
vn_synthetic,TISSUE-200,Khăn giấy Pulppy 200 tờ,Đồ gia dụng,2025-06-25,43
vn_synthetic,BAG-TRASH,Túi rác đen 54x70,Đồ gia dụng,2025-06-25,20
vn_synthetic,MATCH-BOX,Diêm Thống Nhất hộp,Đồ gia dụng,2025-06-25,12
vn_synthetic,VNM-S100,Sữa Tươi Vinamilk 100% 1L,Sữa và các sản phẩm từ sữa,2025-06-26,40
vn_synthetic,VNM-YOG,Sữa chua Vinamilk có đường,Sữa và các sản phẩm từ sữa,2025-06-26,34
vn_synthetic,VNM-COND,Sữa đặc Ông Thọ 380g,Sữa và các sản phẩm từ sữa,2025-06-26,29
vn_synthetic,VNM-PROB,Sữa chua probiotic Vinamilk,Sữa và các sản phẩm từ sữa,2025-06-26,40
vn_synthetic,VNM-CHEE,Phô mai con bò cười 8v,Sữa và các sản phẩm từ sữa,2025-06-26,18
vn_synthetic,LAVIE-500,Nước Lavie 500ml,Đồ uống,2025-06-26,129
vn_synthetic,COCA-320,Coca-Cola 320ml,Đồ uống,2025-06-26,113
vn_synthetic,PEPSI-390,Pepsi 390ml,Đồ uống,2025-06-26,86
vn_synthetic,AQUA-1500,Aquafina 1.5L,Đồ uống,2025-06-26,73
vn_synthetic,REDBULL-250,Red Bull 250ml,Đồ uống,2025-06-26,53
vn_synthetic,STING-330,Sting dâu 330ml,Đồ uống,2025-06-26,83
vn_synthetic,G7-3IN1,Cà phê G7 3in1 hộp 18 gói,Đồ uống,2025-06-26,26
vn_synthetic,NESCAFE-3IN1,Nescafé 3in1 hộp 24 gói,Đồ uống,2025-06-26,22
vn_synthetic,HEINEKEN-330,Bia Heineken Sleek 330ml,Đồ uống,2025-06-26,50
vn_synthetic,TIGER-330,Bia Tiger Crystal 330ml,Đồ uống,2025-06-26,40
vn_synthetic,HAOHAO-TOM,Mì Hảo Hảo Tôm Chua Cay,Thực phẩm đóng gói,2025-06-26,82
vn_synthetic,HAOHAO-CHUA,Mì Hảo Hảo Chua Cay,Thực phẩm đóng gói,2025-06-26,100
vn_synthetic,OMACHI-BO,Mì Omachi Bò Hầm,Thực phẩm đóng gói,2025-06-26,32
vn_synthetic,KOKOMI-TOM,Mì Kokomi Tôm,Thực phẩm đóng gói,2025-06-26,62
vn_synthetic,MILO-22G,Milo gói 22g,Thực phẩm đóng gói,2025-06-26,53
vn_synthetic,CHOCOPIE-12,Bánh Chocopie hộp 12 cái,Đồ ăn vặt,2025-06-26,29
vn_synthetic,OREO-133,Bánh Oreo 133g,Đồ ăn vặt,2025-06-26,28
vn_synthetic,PIZZA-PIE,Bánh quy Cosy Marie,Đồ ăn vặt,2025-06-26,30
vn_synthetic,KITKAT-4F,KitKat 4 thanh,Đồ ăn vặt,2025-06-26,26
vn_synthetic,LAYS-56,Snack Lays 56g,Đồ ăn vặt,2025-06-26,50
vn_synthetic,CLEAR-630,Dầu gội Clear Men 630g,Hóa mỹ phẩm,2025-06-26,15
vn_synthetic,SUNSILK-650,Dầu gội Sunsilk 650ml,Hóa mỹ phẩm,2025-06-26,14
vn_synthetic,DOVE-90,Xà phòng Dove 90g,Hóa mỹ phẩm,2025-06-26,25
vn_synthetic,OMO-28,Bột giặt OMO Matic 2.8kg,Hóa mỹ phẩm,2025-06-26,13
vn_synthetic,PS-240,Kem đánh răng P/S 240g,Hóa mỹ phẩm,2025-06-26,24
vn_synthetic,LISTERINE-250,Nước súc miệng Listerine 250ml,Hóa mỹ phẩm,2025-06-26,17
vn_synthetic,PAMPERS-M,Tã Pampers size M,Đồ dùng cá nhân,2025-06-26,10
vn_synthetic,KOTEX-NIGHT,Băng vệ sinh Kotex Night,Đồ dùng cá nhân,2025-06-26,16
vn_synthetic,NIVEA-150,Kem dưỡng Nivea 150ml,Hóa mỹ phẩm,2025-06-26,12
vn_synthetic,COLGATE-180,Kem đánh răng Colgate 180g,Hóa mỹ phẩm,2025-06-26,24
vn_synthetic,UNILEVER-SOAP,Xà phòng Lifebuoy 85g,Hóa mỹ phẩm,2025-06-26,33
vn_synthetic,MAGGI-200,Hạt nêm Maggi 200g,Thực phẩm đóng gói,2025-06-26,30
vn_synthetic,KNORR-60,Hạt nêm Knorr 60g,Thực phẩm đóng gói,2025-06-26,26
vn_synthetic,CHINSU-250,Tương ớt Chinsu 250g,Thực phẩm đóng gói,2025-06-26,39
vn_synthetic,NAMNGU-500,Nước mắm Nam Ngư 500ml,Thực phẩm đóng gói,2025-06-26,31
vn_synthetic,MEGA-400,Dầu ăn Meizan 400ml,Thực phẩm đóng gói,2025-06-26,28
vn_synthetic,VIFON-PHO,Phở Vifon gói,Thực phẩm đóng gói,2025-06-26,49
vn_synthetic,BIBIGO-MANDU,Bánh bao Bibigo Mandu,Thực phẩm đóng gói,2025-06-26,19
vn_synthetic,ORION-PIE,Bánh Orion Choco Pie,Đồ ăn vặt,2025-06-26,31
vn_synthetic,BATTERY-AA,Pin Energizer AA vỉ 2,Đồ gia dụng,2025-06-26,18
vn_synthetic,BATTERY-AAA,Pin Energizer AAA vỉ 2,Đồ gia dụng,2025-06-26,14
vn_synthetic,BULB-LED9,Bóng đèn LED 9W,Đồ gia dụng,2025-06-26,8
vn_synthetic,TISSUE-200,Khăn giấy Pulppy 200 tờ,Đồ gia dụng,2025-06-26,32
vn_synthetic,BAG-TRASH,Túi rác đen 54x70,Đồ gia dụng,2025-06-26,22
vn_synthetic,MATCH-BOX,Diêm Thống Nhất hộp,Đồ gia dụng,2025-06-26,11
vn_synthetic,VNM-S100,Sữa Tươi Vinamilk 100% 1L,Sữa và các sản phẩm từ sữa,2025-06-27,53
vn_synthetic,VNM-YOG,Sữa chua Vinamilk có đường,Sữa và các sản phẩm từ sữa,2025-06-27,29
vn_synthetic,VNM-COND,Sữa đặc Ông Thọ 380g,Sữa và các sản phẩm từ sữa,2025-06-27,22
vn_synthetic,VNM-PROB,Sữa chua probiotic Vinamilk,Sữa và các sản phẩm từ sữa,2025-06-27,34
vn_synthetic,VNM-CHEE,Phô mai con bò cười 8v,Sữa và các sản phẩm từ sữa,2025-06-27,22
vn_synthetic,LAVIE-500,Nước Lavie 500ml,Đồ uống,2025-06-27,195
vn_synthetic,COCA-320,Coca-Cola 320ml,Đồ uống,2025-06-27,124
vn_synthetic,PEPSI-390,Pepsi 390ml,Đồ uống,2025-06-27,91
vn_synthetic,AQUA-1500,Aquafina 1.5L,Đồ uống,2025-06-27,57
vn_synthetic,REDBULL-250,Red Bull 250ml,Đồ uống,2025-06-27,55
vn_synthetic,STING-330,Sting dâu 330ml,Đồ uống,2025-06-27,100
vn_synthetic,G7-3IN1,Cà phê G7 3in1 hộp 18 gói,Đồ uống,2025-06-27,28
vn_synthetic,NESCAFE-3IN1,Nescafé 3in1 hộp 24 gói,Đồ uống,2025-06-27,29
vn_synthetic,HEINEKEN-330,Bia Heineken Sleek 330ml,Đồ uống,2025-06-27,55
vn_synthetic,TIGER-330,Bia Tiger Crystal 330ml,Đồ uống,2025-06-27,30
vn_synthetic,HAOHAO-TOM,Mì Hảo Hảo Tôm Chua Cay,Thực phẩm đóng gói,2025-06-27,109
vn_synthetic,HAOHAO-CHUA,Mì Hảo Hảo Chua Cay,Thực phẩm đóng gói,2025-06-27,79
vn_synthetic,OMACHI-BO,Mì Omachi Bò Hầm,Thực phẩm đóng gói,2025-06-27,39
vn_synthetic,KOKOMI-TOM,Mì Kokomi Tôm,Thực phẩm đóng gói,2025-06-27,45
vn_synthetic,MILO-22G,Milo gói 22g,Thực phẩm đóng gói,2025-06-27,49
vn_synthetic,CHOCOPIE-12,Bánh Chocopie hộp 12 cái,Đồ ăn vặt,2025-06-27,26
vn_synthetic,OREO-133,Bánh Oreo 133g,Đồ ăn vặt,2025-06-27,34
